Question,label
"An experiment involves measuring the time (in seconds) for a chemical reaction to complete. The times are normally distributed with a mean of 60 seconds and a standard deviation of 10 seconds. If a reaction is classified as ""rapid"" when the floor of its square root is odd, what is the probability that a randomly selected reaction will be rapid?",3
Consider all possible ways to color the faces of a cube using exactly 3 colors. How many colorings result in exactly 4 faces being the same color?,5
"Show that in a topological space X, the closure of a connected set is always connected.",7
Suppose R is a ring with unity such that (x+1)^3 = x^3+1 for all x in R. Demonstrate that R has characteristic 3.,7
"Let σ(n) represent the sum of all positive divisors of n, including 1 and n itself. How many numbers k ≤ 300 satisfy the equation σ(k) = 2k?",4
"Determine the critical points of g(t) = e^(t^2 - 4t) * cos(πt) on the interval [0, 4].",2
"A data scientist is analyzing the time between customer arrivals at a store, which follows a gamma distribution with shape parameter k = 3 and scale parameter θ = 2 minutes. Calculate the expected time until the third customer arrives after the store opens.",3
"Consider a hexagonal grid of side length n, where each hexagonal cell can be colored either red, blue, or green. A coloring is considered ""balanced"" if each color appears exactly once in every row and every diagonal. For n = 4, calculate the probability that a randomly chosen coloring of the grid is balanced. Express your answer as a decimal rounded to 8 decimal places.",5
"In a science experiment, the variable z is defined as (84/-7) - (360/45). If z = 4w - 31, find the value of w.",0
"Find the solution set for the system of equations: 3x + 2y = 12 and 4x - y = 7. Choose from: (A) x = 3, y = 1.5 (B) x = 4, y = 0 (C) x = 2, y = 3 (D) No solution exists (E) Infinitely many solutions exist",6
"Suppose x and y are positive integers satisfying the equation 6(√(8/x) + √(11/y)) = k, where k is an integer. How many distinct pairs (x, y) fulfill this condition?",4
"Determine the number of integer solutions (x, y) to the Diophantine equation $x^2 - y^2 = 2^{2023} - 1$ where both x and y are positive.",4
Calculate the surface area of the solid formed by rotating the curve y = e^(x^2) about the x-axis from x = 0 to x = 1.,2
"Given the surface z = xy / (x^2 + y^2)^(1/4) for (x,y) ≠ (0,0), and z = 0 when (x,y) = (0,0), determine if the function is differentiable at the origin.",2
"In a bag of 20 marbles, 8 are red, 7 are blue, and 5 are green. If you select 2 marbles at random, what is the probability (as a percentage) that they will be the same color?",3
Show that the quotient ring $\mathbb{Z}[x]/(x^2+3)$ is isomorphic to the complex numbers $\mathbb{C}$.,7
"In a social network with 100 users, each user randomly selects 5 others to follow. What is the probability that there exists at least one pair of users who follow each other? Give your answer as a percentage to the nearest hundredth.",5
"A survey asks 100 people to rank five flavors of ice cream from 1 (least favorite) to 5 (most favorite). If switching the rank of the middle flavor with any other always results in a less popular overall ranking, and the most popular flavor received exactly twice as many ""5"" votes as the least popular flavor received ""1"" votes, what's the expected value of the rank given to the middle flavor?",5
"Consider a Markov chain with n states, represented by an n×n transition matrix P. If the eigenvalues of P are λ₁ = 1, λ₂, ..., λₙ, show that the rate of convergence to the stationary distribution is governed by max(|λ₂|, |λ₃|, ..., |λₙ|).",6
"A genetic trait has a 25% chance of being expressed in offspring if one parent carries the gene, and a 75% chance if both parents carry it. In a population where 40% of individuals carry the gene, what percentage of offspring are expected to express the trait?",3
"Let H be the n×n Hadamard matrix (n = 2^k, k ≥ 2). Define B = I + (1/n)H, where I is the identity matrix. Calculate the determinant of B^n.",6
How many divisors of 720 are multiples of 12?,4
A game show has 12 contestants standing in a line. Each contestant is randomly assigned a number from 1 to 12 without repetition. What is the probability that the first three contestants in line will have numbers in ascending order?,3
"Determine whether the topological space formed by the set of all continuous functions from $[0,1]$ to $\mathbb{R}$ with the uniform metric is compact.",7
"For a 4×4 matrix A with entries a_ij = i^j * (-1)^(i+j), calculate the trace of A^3 - 2A^2 + 4A.",6
"Consider a metric space (M, d) and a sequence of functions fn: M → R that converges uniformly to a function f: M → R. If each fn is continuous, show that f is also continuous.",7
"An ant starts at (0,0) on an infinite integer lattice and moves according to the following rule: at each step, it moves to an adjacent lattice point, choosing randomly between the points it hasn't visited before. If all adjacent points have been visited, the ant stays put. What's the probability that the ant's path forms a closed loop of length 12?",5
"In a game show, contestants spin a wheel with sectors labeled 1 through 20. The host defines a ""special"" number as one whose square root, when rounded down to the nearest integer, is prime. Calculate the probability of landing on a special number.",3
Two circles with radii 5 cm and 12 cm are externally tangent. Calculate the area of the lune formed by drawing a straight line between the centers of the circles.,1
"A 3x3 matrix M has eigenvalues λ₁ = 2, λ₂ = -1, and λ₃ = 5. What is the determinant of M? (A) -10 (B) 8 (C) -8 (D) 10 (E) 6",6
"For a topological space X, prove that if X is path-connected and its fundamental group π₁(X) is trivial, then X is simply connected.",7
"Suppose R is a ring with unity 1 such that for all x in R, x^5 - x = 0. Show that R is a commutative ring.",7
"Consider the Diophantine equation 7(√(x/a) + √(y/b)) = z, where x, y, z are fixed positive integers and a, b are variable positive integers. How many solutions (a, b) exist if x = 2, y = 3, and z = 28?",4
"Let R be a ring with unity 1. Prove that if for all x in R, x^2 = x and 2x = 0, then R is isomorphic to the direct product of copies of the field with two elements.",7
The waiting time (in minutes) between customers at a drive-thru restaurant follows an exponential distribution with a mean of 4 minutes. What is the probability that the time between two consecutive customers is between 2 and 6 minutes? Round your answer to three decimal places.,3
The sum of all proper divisors of a positive integer x is equal to x. How many such numbers exist below 1000?,4
"Let R be a commutative ring with unity and X = Spec(R) be its prime spectrum with the Zariski topology. For an ideal I of R, define V(I) = {p ∈ X | I ⊆ p}. Prove that V(I) is closed in X for any ideal I.",7
"Let R be a commutative ring with unity. Prove that if every prime ideal of R is maximal, then dim R = 0 (i.e., R has Krull dimension zero).",7
"Let G be a finite group and p be a prime number. Prove that if the number of elements of order p in G is greater than p-1, then G has a normal subgroup of order p.",7
"In a group of 30 students, 18 play basketball, 15 play soccer, and 10 play both sports. If a student is randomly chosen, what's the probability they play at least one of these sports?",3
"Calculate the work done by a force field F(x, y) = (x^2 - y)i + (y^2 - x)j along the curve C defined by x = t^3 - 3t and y = 3t^2 - 1, from t = 0 to t = 2.",2
Determine the number of distinct prime factors of $2^{2024} + 1$.,4
"Given a 5 × 5 matrix D where d_ij = min(i, j)^2, compute the trace of D^2 (D squared).",6
"A social media platform conducts a survey where users can select multiple interests from a list of 10 options. If each interest is independently chosen with a 30% probability, what is the chance that a randomly selected user has selected exactly 4 interests?",3
Find the number of divisors of 720 that are multiples of 12.,4
Determine whether the quotient ring $\mathbb{Z}[x]/(x^2 + 3)$ is isomorphic to a field. Justify your answer.,7
"A local chess tournament follows a single-elimination format. If 64 players participate and each match results in one winner advancing, how many total matches are played before crowning the champion?",5
"A standard deck of 52 cards contains 4 aces. If you draw 3 cards at random, what is the probability that all 3 cards are aces? Express your answer as a decimal rounded to 4 decimal places.",3
"Two circles with radii R and r (R > r) are externally tangent. A common tangent line touches both circles at points A and B respectively. If the length of AB is √3R, express r in terms of R.",1
"For the parametric equations x = 2t + 1, y = -t + 3, z = t - 2, which of the following best describes the solution set? A) A point B) A line C) A plane D) A circle E) An ellipse",6
"Consider a 3D vector space where each basis vector represents a primary color (red, green, blue). Given a transformation matrix T that converts colors from this RGB space to a new color space, determine det(T) if the new space's first basis vector is [0.5, 0.3, 0.2], the second is [0.2, 0.6, 0.2], and the third is [0.3, 0.1, 0.6].",6
"If $w=\frac{5}{(\sqrt[3]{3}+1)(\sqrt[9]{3}+1)(\sqrt[27]{3}+1)(\sqrt[81]{3}+1)}$, what is the value of $(2w+1)^{60}$?",0
"In a survey of 200 people, 80 prefer coffee and 120 prefer tea. If 5 people are randomly selected from this group, what is the probability that at least 4 of them prefer tea? Express your answer as a percentage rounded to two decimal places.",3
Calculate the work done in pumping water out of a paraboloid-shaped tank with height 10 meters and radius 5 meters at the top. Assume the density of water is 1000 kg/m^3 and g = 9.8 m/s^2.,2
"Let $R$ be the ring of continuous functions from $[0,1]$ to $\mathbb{R}$. Is the ideal generated by the function $f(x) = x(1-x)$ maximal in $R$?",7
"A casino offers a game where players draw cards from a shuffled deck of 52. They continue drawing until they get 4 cards of the same suit or 5 cards total. What's the probability, as a decimal rounded to 4 places, that a player will draw exactly 5 cards?",3
"Let V be a vector space over R with dim(V) = 5. If T: V → V is a linear transformation such that T^3 - 2T^2 + T - 3I = 0, where I is the identity transformation, determine the possible values for the rank of T.",6
"A continuous random variable X follows a uniform distribution over the interval [0, 16]. Define Y = ⌊log₃(X)⌋, where ⌊x⌋ represents the floor function (greatest integer not exceeding x). Calculate the probability that Y is odd.",3
"A company conducts a series of quality control tests on its products. Each product must pass all tests to be approved. If the probability of passing each individual test is 0.9, and there are 4 independent tests, what percentage of products are expected to be approved?",5
"A point (x,y) is randomly chosen from the unit square [0,1] × [0,1]. The point is called 'golden' if [x+y] = [φ], where φ is the golden ratio and [x] denotes the floor function. What percentage of points in the square are 'golden'?",3
"A random variable X follows a continuous uniform distribution on the interval [0, 4]. Define Y = [X^2], where [x] denotes the floor function. Calculate P(Y is odd).",3
"A factory produces light bulbs with a 5% defect rate. If 10 light bulbs are randomly selected, what is the probability that at least one is defective? Express your answer as a simplified fraction.",3
"A cryptographer designs a key generation matrix D where each element d_ij is the remainder when i is divided by j (if j divides i evenly, d_ij = j). For a 5 × 5 matrix D, calculate its rank.",6
"For a set of n real numbers in the interval [-1, 1], what is the largest possible value of the sum of all possible products of pairs of these numbers?",2
"Given the surface z = xy / (x^2 + y^2)^(1/4) for (x,y) ≠ (0,0), and z = 0 when (x,y) = (0,0), find the partial derivatives ∂z/∂x and ∂z/∂y at the origin, if they exist.",2
"A bag contains 8 red marbles, 6 blue marbles, and 6 green marbles. Two marbles are drawn without replacement. What is the probability that both marbles are the same color?",3
"In a bag of 30 marbles, there are 12 red, 10 blue, and 8 green marbles. If you randomly select 2 marbles without replacement, what is the probability of selecting a blue marble followed by a green marble?",3
How many perfect squares are there between 1 and 1000000 that are also multiples of 72?,4
"A computer generates a sequence of 20 binary digits (0 or 1). What's the expected number of ""runs"" in the sequence? (A ""run"" is a maximal consecutive substring consisting of the same digit.)",5
A six-sided die is rolled 4 times. Calculate the probability of rolling an even number on all 4 rolls. Give your answer as a decimal to three decimal places.,3
"Show that the fundamental group of the Klein bottle is isomorphic to the group presentation <a,b | aba^(-1)b = 1>.",7
"In a deck of 52 playing cards, you draw cards one at a time without replacement until you've drawn all four Aces. What's the probability that you draw the Ace of Spades last among the four Aces?",5
Evaluate the global maximum of $k(x) = \sec(\sqrt{6x^2 - 12x + 12}) + \csc(\sqrt{6x^2 - 48x + \pi^{2x} - 4x\pi^x + 4\pi^x + 150})$.,2
"A number is called ""self-divisible"" if it's divisible by the sum of its digits. How many self-divisible numbers are there between 100 and 500?",4
Evaluate the improper integral of (e^(-x^2))/(x^2 + 1) from 0 to infinity.,2
"A continuous random variable Z follows the Laplace distribution with probability density function f(z) = (1 / (2λ)) * e^(-|z-μ|/λ), where μ is the location parameter and λ > 0 is the scale parameter. Determine the cumulative distribution function F(Z) for Z ≤ z.",3
"Let $B$ be a $4 \times 4$ matrix where each element $b_{ij}$ is the product of its row and column indices, i.e., $b_{ij} = i \times j$. Find the rank of matrix $B$.",6
"Given that a and b are coprime positive integers and 5(√(3/a) - √(12/b)) is an integer, determine the product of the smallest possible values of a and b.",4
"A binary string of length 8 is generated randomly. What is the expected number of '1' bits in the string, given that the string must start with '1' and end with '0'?",5
"Consider a Hilbert matrix H of size n×n, where h_ij = 1/(i+j-1). Calculate the determinant of H + λI, where I is the identity matrix and λ is a real number.",6
"In a group of 30 students, 18 play soccer and 12 play basketball. If a student is randomly selected, what percentage chance is there that they play neither sport? Assume no student plays both sports.",3
"Let M be an n × n matrix where M[i, j] = lcm(i, j) for 1 ≤ i, j ≤ n. Determine the determinant of M in terms of n.",6
"In a game show, contestants must open 3 out of 10 identical boxes. Eight boxes contain $100 each, one box has $1000, and one box is empty. What is the expected value of the total prize money a contestant will win?",3
Find the maximum value of the function $\cos(\sqrt{3x^2-6x+9}) + \sin(\sqrt{x^2-8x+\ln^2(x)-2x\ln(x)+3\ln(x)+25})$.,2
"A manufacturing process produces items with lengths Y that follow a log-normal distribution. If ln(Y) is normally distributed with mean μ = 1.5 and standard deviation σ = 0.4, what is the expected value of Y?",3
"In a regular dodecagon (12-sided polygon), what is the measure of the angle between a diagonal connecting opposite vertices and a side of the polygon?",1
"Given a field F of characteristic 2, prove that the polynomial x^2 + x + 1 is irreducible over F.",7
"A password consists of 4 digits followed by 3 lowercase letters. If digits and letters can be repeated, what's the probability that a randomly generated password will spell out ""2023oct"" when read from left to right?",3
"Determine the surface area of the helicoid given by the parametric equations x = u cos(v), y = u sin(v), z = av, where 0 ≤ u ≤ R and 0 ≤ v ≤ 2π. Express your answer in terms of R and a.",2
"In a psychology experiment, reaction times T (in seconds) are modeled by an exponential distribution with parameter λ = 0.5. What is the probability that a randomly selected participant has a reaction time between 1 and 3 seconds?",3
Let G be a group of order 2n where n is prime. Prove that G must have a normal subgroup of order n.,7
"A ""color sequence"" of length n consists of n colored balls arranged in a line, where adjacent balls must have different colors. Given 5 colors to choose from, how many color sequences of length 20 exist that use each color at least once and have the same color for the first and last ball? Express your answer as a polynomial in terms of n for the general case of n balls.",5
"A programmer is debugging a function with 5 independent sections of code. Each section has a 20% chance of containing a bug. The programmer randomly selects sections to check, one at a time without replacement, until finding a bug or checking all sections. What is the probability that the programmer will need to check exactly 3 sections?",3
Let w = (5^(1/5) - 1)/(5^(1/5) + 1). Compute the exact value of w^125.,0
"In a regular dodecahedron, vertices are randomly painted either red or blue. What is the probability that no face of the dodecahedron has all its vertices painted the same color? Express your answer as a decimal rounded to four places.",1
"A class of 30 students takes a multiple-choice test with 10 questions, each having 4 options. If a student guesses randomly on all questions, what is the probability of getting exactly 3 questions correct? Express your answer as a decimal rounded to four places.",3
"A spherical hot air balloon is expanding as it's heated. The volume V (in cubic meters) is related to its radius r (in meters) by V = (4/3)πr^3. If the balloon's radius is increasing at 2 meters per minute, how fast is the volume increasing when the radius is 5 meters?",2
"Consider the linear transformation T(x, y) = (2x + y, x - 3y). For how many integer pairs (a, b) does T map the point (a, b) onto itself?",6
"Find all triplets (a, b, c) of positive integers where a and b are prime, their difference is divisible by 4, and their sum equals c squared.",4
Let p(n) be the product of the prime factors of n. How many integers k between 1 and 200 satisfy k = p(k)?,4
"Three vectors u⃗, v⃗, and w⃗ form a basis for R^3. If u⃗ × v⃗ = (1, -2, 3) and v⃗ × w⃗ = (0, 1, -1), what is w⃗ × u⃗? Assume the vectors form a right-handed system.",6
"Let P be a 3x3 projection matrix onto a subspace V. If v⃗ = (2, -1, 3) and Pv⃗ = (1, 1, 2), what is the dimension of V? Additionally, find a basis for the nullspace of P.",6
"For positive real numbers a, b, and c, maximize the value of (a-b)^2 + (b-c)^2 + (c-a)^2 subject to the constraint a + b + c = 1.",2
"In a linear transformation T: R² → R², T(1,0) = (2,1) and T(0,1) = (-1,3). What is T(3,2)? A) (7,5)   B) (4,7)   C) (3,7)   D) (5,7)   E) (6,8)",6
"A software company releases updates in batches of 10. Each update has a 20% chance of containing a bug, independent of other updates. The quality assurance team tests updates one by one until they find 3 buggy updates or have tested all 10. What's the probability that they will test all 10 updates?",3
"Consider the linear transformation T(x,y) = (2x-y, x+3y). Which of the following points (a,b) results in T(a,b) = (5,7)? A) (3,1) B) (2,2) C) (4,3) D) This transformation has no solution E) Multiple points satisfy this condition",6
"Given a continuous function f(x) on the interval [0, 1], find the maximum possible value of the double integral of |f(x) - f(y)| over the unit square [0, 1] × [0, 1].",2
Consider a ring S where a^4 = a for all a in S. Show that S is commutative.,7
"A computer generates a sequence of binary strings, starting with ""0"". Each subsequent string is formed by applying the following rules to the previous string: first, replace each '0' with ""01"" and each '1' with ""10"", then reverse the entire string. What is the 2023rd digit in the 12th string of this sequence?",5
"A linear transformation T: R² → R² is defined by T(x, y) = (2x - y, x + 3y). Find the matrix representation of T. (A) [[2, -1], [1, 3]] (B) [[2, 1], [-1, 3]] (C) [[1, 2], [3, -1]] (D) [[2, -1], [3, 1]] (E) [[1, -2], [3, 1]]",6
"Calculate the maximum and minimum values of the function f(x,y,z) = a⃗ · b⃗, where a⃗ = (2, -3, 4) and b⃗ = (cos x sin y, sin x cos z, cos y sin z). Given that |a⃗| = √29 and |b⃗| = 1, determine the conditions for x, y, and z that achieve these extreme values.",6
"In a survey of 200 students, 80 like math, 70 like science, and 30 like both. If a student is randomly selected, what's the probability they like either math or science?",3
"In a game show, contestants spin a wheel with 8 equal sectors: 3 red, 3 blue, and 2 green. If a contestant spins the wheel twice, what is the expected number of green sectors they will land on?",3
"In a factory, 5% of products are defective. If 10 products are randomly selected for quality control, what's the likelihood that all of them are non-defective?",3
Calculate the range of values for q where the system has no real solutions. Express your answer in interval notation.  \[ \left\{\begin{array}{l} \frac{t}{q-\tan(s)-6}=1 \\ t=\frac{\tan(s)+11}{\tan(s)+4} \end{array}\right. \],0
"The difference between two numbers is 23. When the smaller number is multiplied by 6 and the larger number is multiplied by 2, their sum is 134. Express the larger number in terms of w.",0
"Determine the volume of the solid obtained by revolving the region bounded by y = ln(x), y = 0, and x = e around the y-axis.",2
"A 4-digit PIN is created using the digits 1 through 9 (no 0). If the sum of the digits must be divisible by 3 and the first digit must be prime, how many possible PINs are there?",5
"A fair six-sided die is rolled repeatedly. After each roll, the number shown is recorded if it hasn't appeared before. The process stops when either four distinct numbers have been recorded or when the same number is rolled twice in a row. What is the probability, expressed as a percentage, that exactly three distinct numbers will be recorded when the process ends?",3
"In a game, players flip a fair coin repeatedly. The game ends when either two consecutive heads or two consecutive tails appear. What's the probability that the game lasts exactly 5 flips?",3
"In a 4-dimensional vector space V, vectors p = (1, 2, -1, 3) and q = (2, -1, 2, k) are orthogonal. Determine the value of k and calculate the angle between p and the vector r = (1, 1, 1, 1).",6
Find the arc length of the astroid curve given by the parametric equations x = cos³(t) and y = sin³(t) for 0 ≤ t ≤ 2π.,2
"The heights of adult males in a population are normally distributed with a mean of 175 cm and a standard deviation of 7 cm. If a man is randomly selected, what's the likelihood his height falls between 170 cm and 180 cm?",3
"Consider the linear transformation T: R³ → R² defined by T(x, y, z) = (2x - y + z, x + 3y - 2z). Find the matrix representation of T and determine its nullspace.",6
Demonstrate that the fundamental group of the torus T² is isomorphic to Z × Z.,7
"Let R be a commutative ring with unity and M be an R-module. If φ: R → S is a ring homomorphism, prove that M can be given an S-module structure via the action s · m = φ(s)m for s ∈ S and m ∈ M.",7
"A social media platform conducts A/B testing on new features. They have 8 features to test, and each user is randomly assigned to see either version A or B of each feature. How many unique combinations of feature versions can a user potentially see?",5
"A company conducts annual surveys of its employees. This year, 75% of employees responded. Of those who responded, 80% expressed job satisfaction. If 300 employees expressed job satisfaction, what's the total number of employees in the company?",5
"A multiple-choice test has 10 questions, each with 4 possible answers. A student guesses randomly on all questions. What is the expected number of correct answers?",3
"Let M be an n×n matrix where n is odd, and each entry m_ij = sin((i+j)π/n). Calculate the determinant of M^T + M, where M^T is the transpose of M.",6
"Calculate the area enclosed between the curves $y = \sin(x)$ and $y = \cos(x)$ over the interval $[0, \pi/2]$.",2
"Consider the topological space X = [0,1] with the standard topology. Let f: X → X be a continuous function. Prove that f has a fixed point, i.e., there exists x ∈ X such that f(x) = x.",7
Demonstrate that the Klein bottle is a non-orientable surface by showing it has a Möbius strip as a subset.,7
"Calculate the work done in pumping all the water out of a conical tank with radius 3 meters and height 4 meters, if the tank is initially full and the water has a density of 1000 kg/m^3.",2
"Alex types at a constant speed of 50 words per minute. Ben starts typing 15 minutes after Alex, at a speed of 70 words per minute, but takes a 2-minute break after every 200 words. If they are transcribing the same document, how many words will Alex have typed when Ben catches up to him?",0
A cryptographic key is generated using an n × n matrix K where k_ij is the remainder when i^j is divided by a large prime p. Show that K is invertible if and only if p does not divide the product of the first n positive integers.,6
"In a bag of 100 marbles, 30 are red, 40 are blue, and the rest are green. If you select 5 marbles at random, what is the probability that at least 3 of them are blue? Express your answer as a percentage.",3
"Given a topological space X and a subset A of X, show that the closure of A is equal to the intersection of all closed sets containing A.",7
"Given matrices A = [1 2; 3 4] and B = [a b; c d], find the conditions on a, b, c, and d such that AB = BA. Then, determine if there exist non-zero matrices A and B that satisfy this condition.",6
"Let T be a linear transformation from R³ to R² defined by T(x, y, z) = (2x - y + z, x + 3y - 2z). Find the matrix representation of T and determine its null space.",6
"Define p(x,y) = xy(x^2 - y^2) / (x^2 + y^2)^2 for (x,y) ≠ (0,0), and p(0,0) = 0. Determine if p is continuous at (0,0).",2
"A company's profit P (in thousands of dollars) is modeled by the equation P = 2x + 3y - z, where x, y, and z represent the sales of three different products. If the gradient vector ∇P is perpendicular to the vector (1, -1, 1), find the relationship between x, y, and z.",6
"A data scientist models the daily returns R of a stock using a t-distribution with n degrees of freedom. If S = |R|, determine the probability density function of S in terms of n and the probability density function of the t-distribution.",3
Two circles with radii 6 cm and 8 cm are externally tangent. What is the area of the lune formed by drawing a common external tangent line to both circles? (A) 24π cm² (B) 28π cm² (C) 32π cm² (D) 36π cm² (E) 40π cm²,1
"For positive integers p and q, the expression 5(√(3/p) - √(7/q)) is an integer. How many distinct ordered pairs (p, q) satisfy this condition?",4
"Prove that there are infinitely many pairs of consecutive integers (n, n+1) such that both n and n+1 have exactly 2023 divisors.",4
Determine whether the polynomial $x^3 + 2x + 1$ is reducible over the finite field $\mathbb{F}_5$.,7
"A cylindrical water tank is being filled at a rate such that at time t hours, its volume is t^3 cubic meters. How fast is the water level rising when the tank contains 64 cubic meters of water?",2
"Find the smallest positive integer k for which there exist exactly 2023 pairs of primes (p, q) satisfying p + q = k.",4
"In a number sequence, each term is generated by the formula √(x/c) + √(y/d), where x and y are the two preceding terms, and c and d are positive integers. If this sequence always produces integers, what is the maximum possible value for c + d?",4
"Let R be the ring of continuous functions from [0,1] to R. Is the ideal generated by the function f(x) = x(1-x) maximal in R?",7
A cryptographer designs an n×n key matrix K where each element k_ij is the remainder when i is divided by j (with k_ij = i when j = 0). Prove or disprove that K is always invertible for prime values of n.,6
"Let R be a ring with unity. Show that if every non-zero element of R is a unit, then R must be a field.",7
"A linear transformation T maps vector (a, b) to (2a - b, a + 3b). If T(x, y) = (10, 20), what is the sum of all possible integer values for x?",6
"In a quantum circuit, a unitary matrix U is constructed where u_ij = exp(2πi * (i*j / n^2)) for an n-qubit system. Determine the trace of U^†U for n = 4, where U^† is the conjugate transpose of U.",6
"Let a = (φ - 1)(φ^(1/2) - 1)(φ^(1/4) - 1)(φ^(1/8) - 1), where φ is the golden ratio. Evaluate (a + 2)^40.",0
"In a game, players roll a fair six-sided die and multiply the result by π. The outcome is considered ""harmonious"" if the floor function of this product yields an even number. What is the expected number of rolls needed to obtain a harmonious result?",3
"A group of 30 students is taking a series of 10 true/false quizzes. Each student's overall score is calculated as the number of correct answers minus the number of incorrect answers. What is the expected number of students who will have a positive overall score, assuming each student guesses randomly on every question?",5
A data scientist is analyzing the performance of 5 machine learning models. Each model's accuracy is represented by a real number between 0 and 1. What is the maximum possible value of the sum of squared differences between each pair of model accuracies?,2
A fair six-sided die is rolled repeatedly until the sum of all rolls is greater than or equal to 20. What is the expected number of rolls needed to reach or exceed 20?,3
"Sarah starts jogging from her house at a pace of 8 km/h. Her friend, who lives 6 km away, begins cycling towards Sarah's house 30 minutes later at a speed of 20 km/h. If Sarah maintains her pace and her friend cycles without stopping, how far from Sarah's house will they meet?",0
"Let M be an n×n matrix where n ≥ 3. The entry at position (i,j) is given by sin(i²+j²). Calculate the trace of M³.",6
"For the function f(x,y) = (x^2y - xy^2) / (x^2 + y^2), evaluate the partial derivatives ∂f/∂x and ∂f/∂y at the point (1,1).",2
"In a vector space V, vectors u = (1, 2, -1) and v = (3, -1, 2) are given. Which of the following represents a linear combination of u and v that equals the zero vector? (A) 2u + v (B) u - v (C) 3u - v (D) -u + 3v (E) No such combination exists",6
Determine whether the polynomial f(x) = x^3 + x + 1 is reducible or irreducible over the finite field F_5.,7
"Given a compact Hausdorff space X and a closed subset A ⊂ X, show that there exists a continuous function f: X → [0,1] such that f(x) = 0 for all x ∈ A and f(x) > 0 for all x ∉ A.",7
A social media platform shows users 20 posts per session. Each post has a 10% chance of being an advertisement. What's the expected number of non-advertisement posts a user will see in one session?,3
"Consider a game where you start with a 3x3 grid of lights, all initially off. In each move, you can toggle the state of any light and all horizontally and vertically adjacent lights. What is the minimum number of moves required to turn on all the lights, regardless of the initial configuration?",5
"Consider a continuous function f: S¹ → S¹ from the unit circle to itself. Prove that if f is not nullhomotopic, then f must be surjective.",7
"Determine the number of integer solutions (a, b) to the Diophantine equation $2^a + 3^b = 1000$, where a and b are non-negative integers.",4
"In a quantum system, a density matrix ρ is given by ρ = (1/3)I + (2/3)P, where I is the 2×2 identity matrix and P is the projection matrix onto the vector (1, i). Find the eigenvalues of ρ and determine if it represents a pure state.",6
"A standard deck of 52 cards is shuffled. Players draw cards one at a time without replacement until they draw a face card (Jack, Queen, or King). What's the probability that exactly 8 cards are drawn before a face card appears?",5
"A factory produces light bulbs with a 5% defect rate. If 10 bulbs are randomly selected for quality control, what's the probability that no more than 1 bulb is defective? Express your answer as a simplified fraction.",3
"A scientist records data points in 3D space. If vector u = (2, -1, 3) and vector v = (x, 2x, x-1), determine how many integer values of x exist such that the dot product u · v = 50.",6
"A quantum state |ψ⟩ is represented by the vector (1/√2, i/√2, 0) in the standard basis. If we measure this state in a new basis defined by the orthonormal vectors |a⟩ = (1/√2, 1/√2, 0), |b⟩ = (1/√2, -1/√2, 0), and |c⟩ = (0, 0, 1), what is the probability of measuring the state |a⟩?",6
"Let $P$ be an $n \times n$ permutation matrix representing a cyclic permutation of order $n$. If $Q = I + P + P^2 + ... + P^{n-1}$, where $I$ is the identity matrix, find an expression for $\det(Q)$ in terms of $n$.",6
"In a survey, respondents rate their satisfaction on a scale of 1 to 10. Let j(x) be the function that maps x to its ones digit. If a response is considered positive when j(3^x) is even, what's the conditional probability of a positive response given the rating was at least 7?",3
"For the function h(t) = t^3 - 6t^2 + 9t + 1, find the absolute extrema on the closed interval [-1, 4].",2
"A matrix A is given by [[-1, 2], [3, -4]]. Find the eigenvalues and eigenvectors of A, and use them to determine if A is diagonalizable.",6
"The temperature T (in °C) of a cup of coffee cooling in a room is given by T = 20 + 80e^(-0.1t), where t is the time in minutes. At what rate is the coffee cooling after 15 minutes?",2
"A regular tetrahedron with edge length a is inscribed in a sphere. A plane parallel to one face of the tetrahedron cuts the sphere, creating a circular cross-section. If this plane is positioned such that the area of the circular cross-section is maximized, calculate the radius of this circle in terms of a. Additionally, find the volume of the portion of the sphere that lies between this plane and the vertex of the tetrahedron opposite to the parallel face.",1
"In a right-angled triangle, the hypotenuse is 25 cm and one of the other sides is 7 cm. Determine the length of the altitude drawn to the hypotenuse.",1
"Given that $v=\frac{6}{(\sqrt{11}+1)(\sqrt[6]{11}+1)(\sqrt[36]{11}+1)(\sqrt[216]{11}+1)}$, evaluate $(v+3)^{72}$.",0
"A factory produces widgets in batches of 100. Quality control randomly selects widgets for testing until either 5 defective widgets are found or 20 widgets have been tested, whichever comes first. If the defect rate is 7%, what is the expected number of widgets that will be tested before the process stops?",3
"For a set of n points (xi, yi) in the xy-plane, where all xi and yi are in the interval [-10, 10], find the maximum possible sum of the squared distances between all pairs of points.",2
"An ant colony lives on an infinite 2D grid. Each minute, every ant independently moves to an adjacent cell (up, down, left, or right) with equal probability. If two ants end up in the same cell, they merge into a single ant. Starting with 1000 ants at the origin, what's the expected number of ants after 100 minutes?",5
"In a group of 30 students, 18 play soccer and 12 play basketball. If a student is randomly selected, what's the probability they play either soccer or basketball, but not both? Give your answer as a percentage.",3
"For a given integer n ≥ 3, define an n×n matrix Q with entries qij = min(i,j)/max(i,j) for all i,j. Determine the rank of Q^2 - 2Q + I, where I is the n×n identity matrix.",6
"A company produces two types of widgets, X and Y. If 3X + 4Y = 240 and 2X - Y = 30, how many of widget Y are produced? (A) 30  (B) 40  (C) 50  (D) 60  (E) 70",6
